player,season,nation,pos,age,Matches Played,Avg Mins per Match,Rating,Goals,Assists,Expected Goals,Progressive Passes,Tackles Won,Interceptions,Saves
Aimar Oroz,2023,Spain,MF,21,33,2339.0,6.83,2,1,3.5,103,26,16,0
Aimen Moueffek,2020,France,DF,19,19,743.0,6.6000000000000005,0,0,0.1,33,15,9,0
Aimen Moueffek,2021,France,MF,20,14,432.0,6.55,0,0,0.1,25,4,2,0
Ainsley Maitland-Niles,2017,England,DF,19,15,914.0,6.7,0,0,0.2,35,17,12,0
Ainsley Maitland-Niles,2018,England,DF,20,16,987.0,6.65,1,1,0.9,60,22,19,0
Ainsley Maitland-Niles,2019,England,DF,21,20,1386.0,6.61,0,2,0.4,61,23,28,0
Ainsley Maitland-Niles,2020,England,MF,22,26,860.0,6.6,0,0,0.7,71,17,31,0
Ainsley Maitland-Niles,2021,England,MF,23,16,377.5,6.693983027768543,0,0,0.4,39,10,10,0
Ainsley Maitland-Niles,2022,England,DF,24,22,1407.0,6.67,0,0,0.0,57,24,22,0
Ainsley Maitland-Niles,2023,England,DF,25,23,1432.0,6.9,1,4,3.0,76,18,17,0
Aitor Fernández,2018,Spain,GK,27,16,1440.0,6.9,0,0,0.0,0,0,1,60
Aitor Fernández,2019,Spain,GK,28,36,3240.0,7.25,0,0,0.0,0,1,2,153
Aitor Fernández,2020,Spain,GK,29,29,2610.0,6.74,0,0,0.0,0,0,2,78
Aitor Fernández,2021,Spain,GK,30,13,1166.0,6.88,0,0,0.0,0,1,0,51
Aitor Fernández,2022,Spain,GK,31,21,1890.0,7.07,0,0,0.0,1,1,2,59
Aitor Fernández,2023,Spain,GK,32,7,551.0,6.670218610787353,0,0,0.0,1,0,0,11
Aitor Paredes,2022,Spain,DF,22,16,859.0,6.7,0,0,0.5,33,6,14,0
Aitor Paredes,2023,Spain,DF,23,34,2704.0,6.800000000000001,1,0,1.2,107,11,33,0
Aitor Ruibal,2019,Spain,DF,23,25,1220.0,6.56,0,0,0.7,36,17,8,0
Aitor Ruibal,2020,Spain,FW,24,28,1593.0,6.67,2,2,2.9,54,18,11,0
Aitor Ruibal,2021,Spain,FW,25,19,856.0,6.52,0,0,1.0,28,15,8,0
Aitor Ruibal,2022,Spain,DF,26,26,1454.0,6.72,0,0,0.8,62,29,24,0
Aitor Ruibal,2023,Spain,DF,27,18,1017.0,6.89,2,1,0.8,54,27,14,0
Akim Zedadka,2021,Algeria,DF,26,38,3337.0,6.73,0,3,1.6,142,44,58,0
Akim Zedadka,2022,Algeria,DF,27,28,976.5,6.6,1,0,0.8,66,22,25,0
Akor Adams,2023,Nigeria,FW,23,32,2252.0,6.78,8,1,12.4,17,4,5,0
Alaa Bellaarouch,2023,Morocco,GK,21,15,1350.0,6.79,0,0,0.0,0,0,1,37
Alan Empereur,2019,Brazil,DF,25,13,855.0,6.75,0,0,0.1,32,8,22,0
Alan Empereur,2020,Brazil,DF,26,4,219.0,6.667245286041013,0,0,0.1,14,0,6,0
Alan Matturro,2023,Uruguay,DF,18,6,106.0,6.644566058033694,0,0,0.1,4,1,2,0
Alan Virginius,2022,France,FW,19,15,258.0,6.4,1,0,3.1,10,2,2,0
Alan Virginius,2023,France,FW,20,14,934.0,6.68,0,2,1.3,21,5,3,0
Alassane Pléa,2017,France,FW,24,35,3041.0,7.23,16,5,13.9,117,9,8,0
Alassane Pléa,2018,France,FW,25,34,2503.0,6.9,12,4,10.4,63,10,3,0
Alassane Pléa,2019,France,FW,26,27,2143.0,7.29,10,10,12.1,70,7,9,0
Alassane Pléa,2020,France,FW,27,29,1803.0,6.99,6,1,5.7,75,9,5,0
Alassane Pléa,2021,France,MF,28,33,2070.0,7.23,10,6,8.0,133,14,4,0
Alassane Pléa,2022,France,FW,29,29,1774.0,6.83,2,9,5.0,94,8,12,0
Alassane Pléa,2023,France,FW,30,27,1913.0,7.1,7,4,7.0,115,7,2,0
Alban Lafont,2017,France,GK,18,38,3420.0,6.74,0,0,0.1,3,0,2,0
Alban Lafont,2018,France,GK,19,34,3015.0,6.81,0,0,0.0,1,0,1,90
Alban Lafont,2019,France,GK,20,27,2430.0,6.94,0,0,0.0,0,1,0,64
Alban Lafont,2020,France,GK,21,38,3420.0,6.829999999999999,0,0,0.0,0,0,0,113
Alban Lafont,2021,France,GK,22,38,3420.0,6.96,0,0,0.0,0,3,1,105
Alban Lafont,2022,France,GK,23,37,3329.0,7.04,0,0,0.0,1,0,0,129
Alban Lafont,2023,France,GK,24,28,2496.0,7.04,0,0,0.0,3,0,0,75
Albano Bizzarri,2017,Argentina,GK,39,32,2880.0,6.76,0,0,0.0,0,2,1,0
Albert Guðmundsson,2021,Iceland,FW,24,12,607.0,6.678624604354818,1,0,1.3,15,3,5,0
Albert Guðmundsson,2023,Iceland,FW,26,35,3016.0,7.24,14,4,9.9,120,10,11,0
Albert Sambi Lokonga,2021,Belgium,MF,21,19,1134.0,6.93,0,0,0.6,84,18,13,0
Albert Sambi Lokonga,2022,Belgium,MF,22,15,367.0,6.72,0,0,0.2,32,11,12,0
Albert Sambi Lokonga,2023,Belgium,MF,23,17,1303.0,7.11,1,3,0.6,72,18,11,0
Alberth Elis,2021,Honduras,FW,25,20,1409.0,6.7299999999999995,9,1,6.5,27,10,7,0
Alberth Elis,2022,Honduras,MF,26,10,257.0,6.634827572548981,0,0,0.5,4,3,1,0
Alberto Aquilani,2017,Italy,MF,33,21,1297.0,6.800000000000001,0,0,0.7,80,19,23,0
Alberto Brignoli,2017,Italy,GK,25,13,1126.0,6.54,1,0,0.1,0,0,0,0
Alberto Bueno,2017,Spain,MF,29,11,226.0,6.629026379733696,0,0,1.1,5,2,1,0
Alberto Cerri,2018,Italy,FW,22,15,670.0,6.69,0,0,2.0,10,2,2,0
Alberto Cerri,2019,Italy,FW,23,19,332.0,6.77,2,0,1.9,25,2,2,0
Alberto Cerri,2020,Italy,FW,24,23,369.0,6.66,1,0,3.0,9,2,2,0
Alberto Cerri,2023,Italy,FW,27,12,545.0,6.667858361315247,1,0,1.2,9,3,3,0
Alberto Cifuentes,2020,Spain,GK,41,2,180.0,6.6433339365498965,0,0,0.0,0,0,0,2
Alberto Dossena,2023,Italy,DF,24,35,2977.0,7.03,2,4,2.2,89,35,45,0
Alberto García,2018,Spain,GK,33,17,1530.0,6.782210620813631,0,0,0.0,0,1,2,50
Alberto Grassi,2017,Italy,MF,22,28,2253.0,6.9,3,0,2.9,76,33,47,0
Alberto Grassi,2018,Italy,MF,23,7,462.0,6.637039158236392,0,0,0.9,7,12,8,0
Alberto Grassi,2019,Italy,MF,24,16,641.0,6.64,1,1,0.3,22,4,19,0
Alberto Grassi,2020,Italy,MF,25,23,1177.0,6.67,0,0,0.5,34,11,26,0
Alberto Grassi,2021,Italy,MF,26,30,2174.0,6.94,0,1,1.1,76,26,63,0
Alberto Grassi,2022,Italy,MF,27,25,1194.0,6.75,0,0,0.6,50,21,27,0
Alberto Grassi,2023,Italy,MF,28,27,1807.0,6.9,0,1,1.1,75,18,41,0
Alberto López,2017,Spain,DF,22,1,45.0,6.640465982358088,0,0,0.0,0,1,2,0
Alberto Marí,2023,Spain,FW,22,16,276.0,6.674228830624725,1,1,1.8,6,2,0,0
Alberto Moleiro,2023,Spain,FW,19,28,1803.0,6.809999999999999,3,3,2.0,87,6,7,0
Alberto Paleari,2020,Italy,GK,27,3,206.0,6.663178185933673,0,0,0.0,0,0,0,9
Alberto Paloschi,2017,Italy,FW,27,36,2184.0,6.64,7,0,7.2,24,7,4,0
Alberto Paloschi,2018,Italy,FW,28,23,863.0,6.59,2,0,2.8,11,9,1,0
Alberto Paloschi,2019,Italy,FW,29,17,321.0,6.54,0,0,1.8,2,0,1,0
Alberto Perea,2020,Spain,MF,29,27,1549.0,6.85,2,3,1.8,51,17,21,0
Alberto Perea,2021,Spain,MF,30,18,777.0,6.68,0,1,0.9,53,9,9,0
Alberto Perea,2022,Spain,MF,31,1,45.0,6.640405429642593,0,0,0.0,2,0,0,0
Alberto Redondo,2017,Spain,DF,20,1,90.0,6.63566561816723,0,0,0.0,1,3,0,0
Alberto Soro,2020,Spain,FW,21,15,393.0,6.48,1,2,0.7,15,2,1,0
Alberto Soro,2021,Spain,MF,22,16,578.0,6.66,0,0,0.8,21,10,3,0
Alberto de la Bella,2017,Spain,DF,31,17,1528.0,6.97,0,1,0.2,59,22,21,0
Albin Ekdal,2017,Sweden,MF,28,19,1108.0,6.78,0,1,0.5,67,28,21,0
Albin Ekdal,2018,Sweden,MF,29,32,2646.0,6.9,0,0,0.9,129,39,53,0
Albin Ekdal,2019,Sweden,MF,30,32,2385.0,6.78,0,2,1.5,137,25,33,0
Albin Ekdal,2020,Sweden,MF,31,32,2299.0,6.81,2,1,0.9,95,29,49,0
Albin Ekdal,2021,Sweden,MF,32,26,1637.0,6.75,1,0,0.9,62,28,29,0
Albin Ekdal,2022,Sweden,MF,33,31,1734.0,6.62,0,2,2.9,80,20,26,0
Aleandro Rosi,2017,Italy,DF,30,24,1700.0,6.58,0,1,1.1,55,17,20,0
Aleix Febas,2019,Spain,MF,23,29,1690.0,6.72,0,3,0.4,74,24,17,0
Aleix Febas,2021,Spain,MF,25,4,117.0,6.64887684746417,0,0,0.0,9,1,0,0
Aleix García,2017,Spain,MF,20,20,852.0,6.88,1,0,0.3,41,14,17,0
Aleix García,2018,Spain,MF,21,31,1663.0,6.830000000000001,2,1,1.5,132,19,21,0
Aleix García,2020,Spain,MF,23,11,437.0,6.7066671694992,0,1,0.1,26,4,8,0
Aleix García,2022,Spain,MF,25,30,2337.0,7.3999999999999995,1,5,1.8,156,20,31,0
Aleix García,2023,Spain,MF,26,37,3199.0,7.48,3,6,1.8,294,28,36,0
Alejandro Arribas,2017,Spain,DF,28,3,270.0,6.659504771735137,0,0,0.2,11,2,6,0
Alejandro Balde,2021,Spain,DF,17,5,188.0,6.6480980131997764,0,0,0.0,7,1,1,0
Alejandro Balde,2022,Spain,DF,18,33,2471.0,6.89,1,6,1.9,79,30,12,0
Alejandro Balde,2023,Spain,DF,19,18,1378.0,6.840000000000001,0,1,0.1,41,11,5,0
Alejandro Blanco,2020,Spain,MF,21,13,580.0,6.676630421656627,1,0,0.5,2,4,8,0
Alejandro Blesa,2019,Spain,MF,17,1,2.0,6.637664151011675,0,0,0.0,0,0,0,0
Alejandro Garnacho,2022,Argentina,FW,18,19,569.0,6.55,3,2,3.0,12,2,5,0
Alejandro Garnacho,2023,Argentina,FW,19,36,2565.0,7.05,7,4,8.4,62,15,18,0
Alejandro Gutiérrez Mozo,2017,Spain,MF,22,1,45.0,6.638159314869323,0,0,0.0,2,2,0,0
Alejandro Jiménez,2023,Spain,DF,18,3,68.0,6.639282372255958,0,0,0.0,2,1,0,0
Alejandro Primo,2021,Spain,GK,17,1,90.0,6.640499043780786,0,0,0.0,0,0,0,1
Alejo Véliz,2023,Argentina,FW,19,8,50.0,6.668199901714207,1,0,0.2,1,0,0,0
Aleksa Terzić,2021,Serbia,DF,21,14,274.0,6.67,0,1,0.0,13,5,4,0
Aleksa Terzić,2022,Serbia,DF,22,22,935.0,6.92,1,1,0.4,40,9,5,0
Aleksandar Dragović,2017,Austria,DF,26,12,407.0,6.694828106256328,0,0,0.1,28,10,16,0
Aleksandar Dragović,2018,Austria,DF,27,18,1335.0,6.9399999999999995,2,0,0.8,70,12,25,0
Aleksandar Dragović,2019,Austria,DF,28,15,1029.0,6.64,0,0,0.7,73,11,15,0
Aleksandar Dragović,2020,Austria,DF,29,18,1136.0,6.92,1,0,0.2,99,7,13,0
Aleksandar Jovanović,2018,Serbia,GK,25,12,1080.0,6.719003592913303,0,0,0.0,0,0,1,28
Aleksandar Mitrović,2018,Serbia,FW,23,37,3280.0,7.03,11,3,14.1,62,9,6,0
Aleksandar Mitrović,2020,Serbia,FW,25,27,1402.0,6.929999999999999,3,3,6.2,27,4,3,0
Aleksandar Mitrović,2022,Serbia,FW,27,24,2008.0,7.08,14,1,14.9,44,7,3,0
Aleksandar Mitrović,2023,Serbia,FW,28,1,33.0,6.636269827154674,0,0,0.2,1,0,0,0
Aleksandar Pavlovic,2023,Germany,MF,19,19,1227.0,6.891327390236258,2,2,1.2,105,16,17,0
Aleksandar Tonev,2017,Bulgaria,FW,27,8,401.0,6.636186369593669,0,0,0.6,6,3,1,0
Aleksandar Trajkovski,2019,North Macedonia,MF,26,14,330.0,6.789999999999999,0,0,0.5,16,0,3,0
Aleksandr Golovin,2018,Russia,MF,22,30,2290.0,6.8,3,3,4.3,120,17,22,0
Aleksandr Golovin,2019,Russia,MF,23,25,2061.0,7.16,3,4,3.4,142,27,31,0
Aleksandr Golovin,2020,Russia,MF,24,21,1069.0,7.31,5,9,2.9,36,16,11,0
Aleksandr Golovin,2021,Russia,FW,25,27,1502.0,7.110000000000001,3,4,2.7,87,22,12,0
Aleksandr Golovin,2022,Russia,MF,26,34,2464.0,7.209999999999999,8,7,5.3,132,36,37,0
Aleksandr Golovin,2023,Russia,MF,27,25,2147.0,7.639999999999999,6,6,3.4,172,30,21,0
Aleksei Miranchuk,2020,Russia,MF,24,25,675.0,6.9,4,2,1.2,47,13,3,0
Aleksei Miranchuk,2021,Russia,MF,25,19,772.0,6.91,2,5,1.4,34,7,1,0
Aleksei Miranchuk,2022,Russia,MF,26,29,2089.0,6.97,4,5,2.9,99,5,2,0
Aleksei Miranchuk,2023,Russia,MF,27,27,1176.0,7.11,3,5,5.4,75,6,2,0
Alen Halilović,2017,Croatia,FW,21,20,1304.0,6.83,2,1,1.6,47,7,5,0
Alessandro Bastoni,2017,Italy,DF,18,4,91.0,6.645604316497683,0,0,0.0,6,2,1,0
Alessandro Bastoni,2018,Italy,DF,19,24,1690.0,6.74,1,0,0.6,32,12,22,0
Alessandro Bastoni,2019,Italy,DF,20,25,1921.0,6.96,2,0,1.3,107,17,26,0
Alessandro Bastoni,2020,Italy,DF,21,33,2922.0,7.11,0,3,1.0,146,22,40,0
Alessandro Bastoni,2021,Italy,DF,22,31,2311.0,7.1,1,2,0.3,132,25,35,0
Alessandro Bastoni,2022,Italy,DF,23,29,2157.0,6.99,0,2,1.0,141,20,24,0
Alessandro Bastoni,2023,Italy,DF,24,28,2268.0,7.35,1,3,1.2,142,33,23,0
Alessandro Bianco,2022,Italy,MF,19,7,153.0,6.646371308491306,0,0,0.1,9,2,0,0
Alessandro Buongiorno,2020,Italy,DF,21,12,858.0,6.690607486815341,0,0,0.3,30,5,11,0
Alessandro Buongiorno,2021,Italy,DF,22,23,1181.0,6.74,0,1,0.9,30,9,31,0
Alessandro Buongiorno,2022,Italy,DF,23,34,2721.0,6.88,1,2,2.2,81,25,60,0
Alessandro Buongiorno,2023,Italy,DF,24,29,2527.0,7.129999999999999,3,0,1.6,62,39,69,0
Alessandro Cortinovis,2022,Italy,MF,21,1,6.0,6.640405429642593,0,0,0.0,2,0,0,0
Alessandro Deiola,2017,Italy,MF,21,13,449.0,6.47,0,0,0.9,13,7,4,0
Alessandro Deiola,2018,Italy,MF,22,20,497.5,6.51,0,1,1.0,21,11,17,0
Alessandro Deiola,2019,Italy,MF,23,10,717.0,6.730205151682327,1,1,0.4,27,9,8,0
Alessandro Deiola,2020,Italy,MF,24,24,487.5,6.63,0,0,0.4,26,8,14,0
Alessandro Deiola,2021,Italy,MF,25,33,2129.0,6.74,4,1,2.5,70,22,26,0
Alessandro Deiola,2023,Italy,MF,27,27,1608.0,6.6,1,0,2.5,64,19,9,0
Alessandro Di Pardo,2023,Italy,DF,24,15,359.0,6.3500000000000005,0,0,0.1,11,1,5,0
Alessandro Florenzi,2017,Italy,DF,26,32,2387.0,7.089999999999999,1,3,3.8,177,28,44,0
Alessandro Florenzi,2018,Italy,DF,27,29,2180.0,7.03,3,2,2.2,154,21,46,0
Alessandro Florenzi,2019,Italy,DF,28,26,874.5,6.789999999999999,0,1,1.1,109,20,30,0
Alessandro Florenzi,2020,Italy,DF,29,21,1538.0,6.96,2,1,2.2,63,16,17,0
Alessandro Florenzi,2021,Italy,DF,30,24,1152.0,6.92,2,0,0.7,68,14,27,0
Alessandro Florenzi,2022,Italy,DF,31,6,203.0,6.643668239395981,0,0,0.8,10,4,4,0
Alessandro Florenzi,2023,Italy,DF,32,31,1732.0,7.02,1,4,1.7,106,21,20,0
Alessandro Gamberini,2017,Italy,DF,35,23,1815.0,6.73,0,0,1.0,23,8,16,0
Alessandro Matri,2017,Italy,FW,32,23,914.0,6.63,3,0,7.0,22,1,0,0
Alessandro Matri,2018,Italy,FW,33,19,603.0,6.66,2,0,3.2,6,1,4,0
Alessandro Matri,2019,Italy,FW,34,8,89.0,6.640358060559509,0,0,0.4,6,0,0,0
Alessandro Murgia,2017,Italy,MF,20,16,777.0,6.43,0,0,0.8,42,12,17,0
Alessandro Murgia,2018,Italy,MF,21,15,1072.0,6.75,0,3,0.8,40,15,19,0
Alessandro Murgia,2019,Italy,MF,22,25,1750.0,6.76,0,1,2.4,58,17,18,0
Alessandro Schöpf,2017,Austria,DF,23,15,808.0,6.599999999999999,0,0,0.4,38,17,15,0
Alessandro Schöpf,2018,Austria,MF,24,15,1004.0,6.57,1,0,1.2,35,16,9,0
Alessandro Schöpf,2019,Austria,MF,25,22,1432.0,6.47,0,1,1.1,50,16,26,0
Alessandro Schöpf,2020,Austria,FW,26,19,942.0,6.31,0,0,0.5,22,9,6,0
Alessandro Schöpf,2021,Austria,MF,27,31,2397.0,6.87,1,0,2.0,96,22,30,0
Alessandro Semprini,2019,Italy,DF,21,12,629.0,6.7141821191419995,1,0,0.9,32,4,9,0
Alessandro Sorrentino,2023,Italy,GK,21,7,548.0,6.683022435317449,0,0,0.0,0,0,0,16
Alessandro Tuia,2020,Italy,DF,30,27,1765.0,6.7,1,0,0.8,44,17,36,0
Alessandro Tuia,2022,Italy,DF,32,7,509.0,6.6863927769126725,0,0,0.1,20,6,15,0
Alessandro Vogliacco,2023,Italy,DF,24,20,1169.0,6.92,0,1,0.4,49,15,30,0
Alessandro Zanoli,2021,Italy,DF,20,12,457.0,6.660953395134128,0,0,0.0,17,7,4,0
Alessandro Zanoli,2022,Italy,DF,21,22,1540.0,6.73,2,3,2.6,36,14,12,0
Alessandro Zanoli,2023,Italy,DF,22,21,486.5,6.6,0,2,0.2,32,14,2,0
Alessio Cerci,2017,Italy,FW,30,24,1635.0,6.91,3,1,3.3,42,10,4,0
Alessio Romagnoli,2017,Italy,DF,22,28,2353.0,6.93,2,0,1.1,81,14,23,0
Alessio Romagnoli,2018,Italy,DF,23,32,2847.0,7.079999999999999,2,0,0.9,86,19,37,0
Alessio Romagnoli,2019,Italy,DF,24,35,3091.0,7.03,1,0,1.6,130,25,56,0
Alessio Romagnoli,2020,Italy,DF,25,22,1907.0,6.9,1,1,2.8,62,7,24,0
Alessio Romagnoli,2021,Italy,DF,26,19,1409.0,7.06,1,0,0.6,71,14,19,0
Alessio Romagnoli,2022,Italy,DF,27,34,2922.0,7.03,2,0,1.4,62,15,38,0
Alessio Romagnoli,2023,Italy,DF,28,29,2411.0,6.960000000000001,0,0,0.6,87,18,29,0
Alessio Zerbin,2022,Italy,FW,23,10,198.0,6.640050143945612,0,0,0.3,6,5,2,0
Alessio Zerbin,2023,Italy,DF,24,20,417.0,6.73,0,1,0.6000000000000001,23,12,3,0
Alex Cordaz,2017,Italy,GK,34,38,3420.0,6.77,0,0,0.0,1,0,2,0
Alex Cordaz,2020,Italy,GK,37,36,3240.0,6.539999999999999,0,0,0.0,1,0,1,118
Alex Cordaz,2022,Italy,GK,39,1,26.0,6.6433339365498965,0,0,0.0,0,0,0,2
Alex Iwobi,2017,Nigeria,MF,21,26,1830.0,7.1,3,5,3.9,138,15,7,0
Alex Iwobi,2018,Nigeria,FW,22,35,1970.0,6.76,3,6,3.5,141,14,12,0
Alex Iwobi,2019,Nigeria,MF,23,25,1596.0,6.75,1,0,2.5,106,17,14,0
Alex Iwobi,2020,Nigeria,FW,24,30,1542.0,6.74,1,2,0.9,65,10,16,0
Alex Iwobi,2021,Nigeria,MF,25,28,2035.0,6.74,2,2,2.3,103,19,20,0
Alex Iwobi,2022,Nigeria,MF,26,38,3378.0,6.97,2,7,2.5,194,37,25,0
Alex Iwobi,2023,Nigeria,MF,27,32,1166.0,7.06,5,2,5.6,151,18,15,0
Alex Král,2022,Czech Republic,MF,24,29,2357.0,6.56,0,0,1.5,100,24,17,0
Alex Král,2023,Czech Republic,MF,25,24,1370.0,6.63,0,0,1.7,44,14,11,0
Alex McCarthy,2017,England,GK,27,18,1620.0,6.62,0,0,0.0,0,0,1,0
Alex McCarthy,2018,England,GK,28,25,2250.0,6.65,0,0,0.0,0,0,0,78
Alex McCarthy,2019,England,GK,29,28,2520.0,6.86,0,0,0.0,1,1,0,78
Alex McCarthy,2020,England,GK,30,30,2700.0,6.75,0,0,0.0,0,0,0,91
Alex McCarthy,2021,England,GK,31,17,1530.0,6.74,0,0,0.0,0,0,0,44
Alex McCarthy,2022,England,GK,32,6,540.0,6.679315094145751,0,0,0.0,0,0,1,14
Alex Meret,2017,Italy,GK,20,13,1158.0,7.05,0,0,0.0,0,0,0,0
Alex Meret,2018,Italy,GK,21,14,1151.0,6.85,0,0,0.0,0,0,0,39
Alex Meret,2019,Italy,GK,22,22,1951.0,6.59,0,0,0.0,0,0,1,51
Alex Meret,2020,Italy,GK,23,22,1980.0,6.83,0,0,0.0,0,0,0,53
Alex Meret,2021,Italy,GK,24,7,619.0,6.702866684701225,0,0,0.0,0,0,0,23
Alex Meret,2022,Italy,GK,25,34,3060.0,6.970000000000001,0,0,0.0,0,0,0,66
Alex Meret,2023,Italy,GK,26,31,2773.0,6.84,0,0,0.0,0,0,0,62
Alex Murphy,2023,Ireland,DF,19,2,13.0,6.639874177307023,0,0,0.0,1,1,1,0
Alex Petxa,2021,Spain,DF,24,17,412.0,6.6682899132983,0,0,0.1,25,9,4,0
Alex Pritchard,2017,England,MF,24,14,998.0,6.88,1,1,1.2,44,8,5,0
Alex Pritchard,2018,England,MF,25,30,2081.0,6.77,2,0,2.7,91,24,17,0
Alex Sandro,2017,Brazil,DF,26,26,2117.0,7.32,4,3,1.6,136,31,30,0
Alex Sandro,2018,Brazil,DF,27,31,2387.0,7.14,1,2,1.5,163,45,38,0
Alex Sandro,2019,Brazil,DF,28,29,2385.0,6.970000000000001,1,3,0.8,151,26,47,0
Alex Sandro,2020,Brazil,DF,29,26,1858.0,7.07,2,1,1.6,130,23,31,0
Alex Sandro,2021,Brazil,DF,30,28,1780.0,6.75,0,1,0.9,80,16,27,0
Alex Sandro,2022,Brazil,DF,31,25,1787.0,6.95,0,1,0.2,97,20,15,0
Alex Sandro,2023,Brazil,DF,32,16,721.0,7.01,1,0,0.4,43,7,15,0
Alex Scott,2023,England,MF,19,23,1014.0,6.8,1,1,0.7,50,15,12,0
Alex Telles,2020,Brazil,DF,27,9,690.0,6.771310688111523,0,2,0.2,48,7,16,0
Alex Telles,2021,Brazil,DF,28,21,1660.0,6.98,0,4,0.4,66,27,26,0
Alex Telles,2022,Brazil,DF,29,27,1427.0,6.720000000000001,0,2,0.4,42,13,20,0
Alexander Brunst,2023,Germany,GK,28,3,270.0,6.657508400395451,0,0,0.0,0,0,0,7
Alexander Callens,2022,Peru,DF,30,6,120.0,6.644481259111048,0,0,0.0,6,3,1,0
Alexander Djiku,2017,Ghana,DF,22,28,2520.0,6.969999999999999,0,0,1.6,123,43,57,0
Alexander Djiku,2018,Ghana,DF,23,31,2754.0,7.02,1,0,1.2,68,37,83,0
Alexander Djiku,2019,Ghana,DF,24,25,2064.0,7.0,1,1,2.6,93,32,55,0
Alexander Djiku,2020,Ghana,DF,25,30,2552.0,6.99,0,0,2.0,83,41,91,0
Alexander Djiku,2021,Ghana,DF,26,31,2694.0,6.94,1,0,2.1,156,37,61,0
Alexander Djiku,2022,Ghana,DF,27,31,2677.0,7.019999999999999,1,2,1.4,136,36,66,0
Alexander Esswein,2017,Germany,FW,27,16,617.0,6.7299999999999995,2,1,0.9,20,16,9,0
Alexander Esswein,2018,Germany,MF,28,17,1251.0,6.61,0,0,1.7,24,11,12,0
Alexander Esswein,2019,Germany,FW,29,7,213.0,6.651009107706408,0,0,0.1,4,4,7,0
Alexander Fuchs,2018,Germany,MF,21,9,655.0,6.698754048710597,1,0,0.6,30,12,5,0
Alexander Hack,2017,Germany,DF,23,15,1287.0,7.400000000000001,1,0,0.7,58,34,26,0
Alexander Hack,2018,Germany,DF,24,14,1020.0,6.98,1,1,0.9,46,13,41,0
Alexander Hack,2019,Germany,DF,25,14,805.0,6.7,0,0,0.5,37,10,23,0
Alexander Hack,2020,Germany,DF,26,21,1370.0,6.990000000000001,1,0,0.5,51,21,41,0
Alexander Hack,2021,Germany,DF,27,28,2074.0,7.03,3,1,2.8,74,26,51,0
Alexander Hack,2022,Germany,DF,28,19,1132.0,6.68,0,0,0.1,52,18,24,0
Alexander Isak,2019,Sweden,FW,19,37,1507.0,6.74,9,1,7.3,36,2,3,0
Alexander Isak,2020,Sweden,FW,20,34,2340.0,7.02,17,2,16.8,44,5,3,0
Alexander Isak,2021,Sweden,FW,21,32,2140.0,6.78,6,2,9.8,43,4,3,0
Alexander Isak,2022,Sweden,FW,22,24,837.0,7.01,11,1,8.399999999999999,51,9,4,0
Alexander Isak,2023,Sweden,FW,23,30,2255.0,7.17,21,2,20.3,71,0,6,0
Alexander Kačaniklić,2017,Sweden,MF,25,9,316.0,6.674194594799568,0,1,0.2,7,5,6,0
Alexander Nübel,2018,Germany,GK,21,18,1588.0,6.68,0,0,0.0,0,0,1,53
Alexander Nübel,2019,Germany,GK,22,26,2315.0,6.73,0,0,0.0,0,0,2,80
Alexander Nübel,2020,Germany,GK,23,1,90.0,6.6433339365498965,0,0,0.0,0,0,0,2
Alexander Nübel,2021,Germany,GK,24,38,3420.0,6.88,0,0,0.0,2,0,0,104
Alexander Nübel,2022,Germany,GK,25,38,3420.0,6.93,0,0,0.0,1,0,1,140
Alexander Nübel,2023,Germany,GK,26,30,2700.0,7.03,0,0,0.0,1,2,0,74
Alexander Schwolow,2017,Germany,GK,25,33,2906.0,6.75,0,0,0.1,2,0,0,0
Alexander Schwolow,2018,Germany,GK,26,33,2970.0,6.79,0,1,0.0,0,0,0,110
Alexander Schwolow,2019,Germany,GK,27,24,2091.0,7.1,0,0,0.0,1,0,1,86
Alexander Schwolow,2020,Germany,GK,28,26,2340.0,6.88,0,0,0.0,1,0,0,69
Alexander Schwolow,2021,Germany,GK,29,25,2175.0,6.61,0,0,0.0,0,0,2,72
Alexander Schwolow,2022,Germany,GK,30,23,2035.0,6.57,0,0,0.1,0,0,1,80
Alexander Schwolow,2023,Germany,GK,31,1,90.0,6.649003722088119,0,0,0.0,0,0,0,4
Alexander Søderlund,2017,Norway,FW,29,12,363.0,6.66804839916601,0,1,0.6,9,1,2,0
Alexander Tettey,2019,Norway,MF,33,30,2338.0,6.72,1,1,0.8,54,18,43,0
Alexandre Coeff,2022,France,DF,30,7,586.0,6.705544112112564,0,1,0.1,26,5,8,0
Alexandre Lacazette,2017,France,FW,26,32,2202.0,7.1,14,4,13.7,59,17,7,0
Alexandre Lacazette,2018,France,FW,27,35,2502.0,7.129999999999999,13,8,11.7,92,16,15,0
Alexandre Lacazette,2019,France,FW,28,30,1874.0,7.06,10,4,8.1,49,16,7,0
Alexandre Lacazette,2020,France,FW,29,31,1923.0,7.0,13,2,11.7,55,10,12,0
Alexandre Lacazette,2021,France,FW,30,30,1782.0,6.94,4,7,8.4,52,10,5,0
Alexandre Lacazette,2022,France,FW,31,35,2929.0,7.38,27,5,24.2,108,23,15,0
Alexandre Lacazette,2023,France,FW,32,29,2293.0,7.28,19,2,11.4,61,12,8,0
